merchant_name,merchant_category,amount,is_recurring,user_balance_pre,hour,day_of_week,label_category_enc,label_urgency_enc
45,3,566.83,0,17473.48,1,5,0,0
46,13,1652.32,1,6190.17,7,5,0,0
32,8,2215.87,0,14904.76,15,4,2,2
13,6,245.28,0,10366.81,12,6,1,1
32,8,3638.25,0,10619.84,22,1,2,2
1,14,1601.4,0,9614.09,13,6,0,0
37,0,631.83,0,15886.89,5,2,1,1
19,9,432.16,0,13579.3,16,3,0,0
44,11,1193.68,0,17015.07,20,2,0,0
39,3,1010.15,0,8174.33,3,6,0,0
21,8,1732.93,1,18844.93,21,2,2,2
6,2,455.02,0,8988.78,13,6,1,1
5,7,360.99,0,13836.45,20,1,1,1
2,12,1453.14,0,10558.75,18,1,0,0
13,6,998.41,0,15793.65,12,0,1,1
31,2,137.99,1,5126.31,12,3,1,1
30,14,706.09,0,18898.6,23,2,0,0
21,8,3317.25,1,12938.3,15,3,2,2
30,14,789.37,0,7126.15,17,4,0,0
11,0,147.19,0,7552.52,13,4,1,1
18,15,3031.38,1,9134.44,14,3,2,2
1,14,938.08,0,8032.54,12,5,0,0
14,1,499.42,0,13159.79,7,0,0,0
15,15,4526.42,0,6627.41,18,1,2,2
45,3,739.86,0,9850.75,16,3,0,0
1,14,753.51,0,6565.13,15,3,0,0
13,6,428.89,0,12849.24,8,5,1,1
33,11,1321.27,0,8623.04,2,3,0,0
23,5,650.33,0,17614.57,12,5,1,1
8,5,322.96,0,13008.27,18,2,1,1
36,13,295.84,0,13747.31,10,4,0,0
43,4,4522.18,1,12057.9,23,2,2,2
0,7,901.56,0,11474.21,5,5,1,1
9,6,497.04,1,17576.86,3,5,1,1
4,3,1441.5,0,17737.95,2,5,0,0
22,10,4114.55,1,17550.27,19,6,2,2
10,9,1696.58,0,17906.83,17,0,0,0
36,13,567.02,1,16947.65,20,0,0,0
43,4,3347.27,0,6407.76,9,5,2,2
18,15,1506.44,0,5547.04,13,6,2,2
30,14,284.47,0,13076.9,9,4,0,0
31,2,409.16,0,16350.76,0,3,1,1
10,9,311.12,0,9462.89,2,0,0,0
37,0,822.48,0,8185.37,1,4,1,1
9,6,215.35,0,9534.2,5,2,1,1
45,3,1027.88,0,7608.35,2,0,0,0
15,15,3895.59,0,14444.0,10,5,2,2
27,10,2267.61,1,6909.11,15,2,2,2
27,10,2771.76,1,12022.29,15,2,2,2
29,5,210.46,0,8705.95,5,2,1,1
1,14,416.1,0,17484.03,18,1,0,0
16,12,1892.51,0,8338.75,11,2,0,0
19,9,1317.05,0,19586.49,18,3,0,0
28,8,2479.44,1,18268.48,10,2,2,2
46,13,855.37,0,14007.71,2,4,0,0
18,15,3535.79,0,11929.39,14,0,2,2
52,1,901.99,0,19745.36,9,4,0,0
22,10,810.5,0,9141.59,22,5,2,2
33,11,542.31,0,17355.68,6,4,0,0
20,4,1266.01,1,18849.09,13,3,2,2
49,14,2012.45,0,10969.6,20,5,0,0
42,6,145.88,0,18536.89,7,6,1,1
6,2,163.28,0,7825.33,17,6,1,1
36,13,122.76,1,11344.93,6,3,0,0
8,5,1044.66,0,18270.63,4,4,1,1
23,5,537.1,0,9635.99,12,0,1,1
28,8,4228.77,0,8303.29,20,0,2,2
11,0,852.3,0,11196.64,9,2,1,1
14,1,617.33,0,8010.44,9,6,0,0
7,11,2046.9,0,17264.39,14,0,0,0
31,2,598.11,0,15554.53,11,6,1,1
29,5,731.19,0,16784.62,11,4,1,1
42,6,358.95,1,17645.11,7,0,1,1
41,14,62.41,0,19561.43,16,1,0,0
43,4,2263.64,1,14508.46,10,4,2,2
50,15,2076.41,0,6051.3,14,5,2,2
46,13,1249.64,1,13176.85,13,5,0,0
41,14,86.02,0,10425.55,15,2,0,0
44,11,384.4,0,5494.06,9,1,0,0
5,7,544.24,0,17078.91,21,3,1,1
25,10,3486.41,1,12017.57,20,5,2,2
31,2,524.79,0,5754.46,21,5,1,1
28,8,2386.62,1,14113.49,16,2,2,2
24,3,451.79,0,7381.54,17,4,0,0
24,3,659.06,0,16806.95,23,1,0,0
19,9,831.34,0,7195.14,5,3,0,0
19,9,574.87,0,15767.6,10,5,0,0
19,9,2011.43,0,9057.23,17,3,0,0
50,15,3624.15,1,19672.12,6,1,2,2
37,0,905.54,0,15933.02,12,5,1,1
0,7,456.47,0,13233.46,2,3,1,1
19,9,1985.62,0,19774.7,22,2,0,0
37,0,559.86,0,15609.15,7,4,1,1
28,8,720.47,0,13103.49,2,5,2,2
16,12,1027.49,0,13689.53,20,1,0,0
48,1,1384.42,0,8052.37,8,1,0,0
39,3,1680.74,0,7399.14,19,2,0,0
38,12,362.04,0,7299.34,2,2,0,0
40,11,1764.11,1,17389.55,3,4,0,0
14,1,1576.64,0,7661.5,21,6,0,0
15,15,3218.42,1,12258.6,15,3,2,2
11,0,124.45,0,8673.27,3,5,1,1
27,10,4748.65,1,5206.12,14,5,2,2
35,1,758.99,0,19392.27,0,2,0,0
21,8,1727.59,0,16762.37,5,5,2,2
14,1,604.25,0,11530.45,15,4,0,0
36,13,1382.06,0,7000.62,3,5,0,0
51,13,157.59,1,14851.83,17,4,0,0
7,11,1290.13,0,6710.48,0,2,0,0
39,3,796.24,1,15652.83,5,1,0,0
15,15,3756.26,1,7803.53,8,2,2,2
41,14,1627.83,0,6675.55,12,1,0,0
32,8,3114.66,1,8226.58,14,1,2,2
3,12,832.66,0,6694.1,15,3,0,0
8,5,226.47,0,7692.78,14,6,1,1
17,7,768.07,0,8507.93,10,2,1,1
32,8,2839.17,1,19142.31,5,3,2,2
21,8,586.0,0,6164.06,20,3,2,2
36,13,710.74,1,16930.48,8,3,0,0
25,10,2913.2,1,12340.82,16,3,2,2
43,4,2530.39,1,16007.55,7,5,2,2
45,3,841.85,0,17461.67,20,1,0,0
22,10,4154.29,1,18541.55,16,0,2,2
9,6,868.95,1,7810.97,5,4,1,1
15,15,505.92,1,16271.1,3,1,2,2
23,5,870.76,0,6094.94,6,6,1,1
4,3,627.91,0,5963.24,19,3,0,0
43,4,4288.85,1,11913.32,15,4,2,2
34,0,660.38,0,13342.26,12,1,1,1
19,9,1650.04,0,14903.66,20,3,0,0
48,1,1142.62,0,6807.06,9,0,0,0
43,4,3644.04,1,15428.04,3,5,2,2
14,1,305.93,0,16066.9,14,1,0,0
41,14,891.31,0,6126.52,15,2,0,0
46,13,1833.13,1,13326.78,14,4,0,0
28,8,2584.34,0,11906.73,22,4,2,2
41,14,1216.89,0,13820.84,10,1,0,0
6,2,424.85,1,7619.77,5,5,1,1
44,11,1234.84,0,12088.97,5,5,0,0
20,4,4625.97,0,13629.89,20,2,2,2
28,8,1711.3,1,7029.73,21,4,2,2
50,15,3672.37,0,15155.52,7,3,2,2
35,1,1314.56,0,16835.51,22,6,0,0
15,15,4700.07,1,19086.15,15,4,2,2
2,12,832.47,0,16693.17,5,2,0,0
41,14,809.68,0,8831.39,8,5,0,0
23,5,488.68,0,12922.69,10,4,1,1
7,11,904.78,1,8995.17,5,6,0,0
32,8,1647.0,0,7209.47,22,5,2,2
26,4,1858.81,0,9986.75,3,6,2,2
14,1,410.32,0,9503.82,9,1,0,0
37,0,226.21,0,19680.54,16,4,1,1
19,9,1281.55,0,13799.54,8,0,0,0
42,6,267.66,1,18611.22,14,6,1,1
11,0,566.13,0,8597.98,16,3,1,1
38,12,836.98,0,6129.42,1,3,0,0
12,2,269.41,1,8519.12,7,6,1,1
19,9,640.94,0,6143.3,14,0,0,0
17,7,865.91,0,12176.01,2,0,1,1
19,9,410.09,0,17269.55,21,0,0,0
45,3,912.78,0,10838.85,8,3,0,0
23,5,838.99,0,14107.04,12,1,1,1
12,2,984.92,0,10786.36,2,0,1,1
43,4,890.1,1,6535.63,13,6,2,2
40,11,774.16,1,8814.79,10,2,0,0
47,9,1905.3,0,11234.36,5,0,0,0
16,12,163.51,0,6199.23,7,4,0,0
1,14,120.62,1,10925.44,19,4,0,0
42,6,827.93,0,18971.53,19,0,1,1
43,4,1089.87,1,14624.58,2,4,2,2
23,5,724.76,0,10523.21,15,4,1,1
22,10,3430.01,0,9098.91,22,1,2,2
23,5,977.9,0,15534.91,21,6,1,1
15,15,2029.62,1,13621.72,16,5,2,2
33,11,826.39,0,9678.24,19,3,0,0
7,11,1483.49,0,9746.89,3,0,0,0
50,15,4814.14,0,5381.25,7,5,2,2
8,5,653.79,0,15750.31,16,0,1,1
21,8,2823.48,1,5256.37,13,3,2,2
10,9,161.04,0,6942.96,10,5,0,0
21,8,1644.2,1,5350.09,21,2,2,2
32,8,3023.9,0,14098.16,8,5,2,2
50,15,1154.6,1,8662.58,10,2,2,2
51,13,1435.21,0,15227.06,23,3,0,0
50,15,4219.48,0,17186.27,10,5,2,2
1,14,185.22,0,9964.37,23,0,0,0
46,13,1417.99,1,16592.87,9,4,0,0
47,9,605.49,0,17712.58,15,5,0,0
33,11,1054.25,0,13772.01,10,4,0,0
46,13,1303.07,1,5570.71,19,3,0,0
14,1,1065.06,0,6933.54,1,2,0,0
27,10,4249.47,1,15420.94,13,5,2,2
31,2,710.45,1,14225.41,2,1,1,1
8,5,239.34,0,12666.83,2,5,1,1
15,15,1654.44,1,6034.22,0,4,2,2
33,11,309.46,0,10735.96,15,0,0,0
44,11,1270.15,0,6536.14,19,5,0,0
5,7,934.01,0,17424.08,2,0,1,1
34,0,355.29,1,9520.43,7,5,1,1
23,5,723.19,0,14456.92,20,6,1,1
36,13,388.08,1,5471.23,2,5,0,0
29,5,999.13,0,11823.79,13,6,1,1
17,7,404.41,1,14262.2,10,5,1,1
38,12,1685.05,0,8030.64,6,3,0,0
30,14,1286.12,0,10571.96,3,2,0,0
49,14,1310.69,0,19192.95,1,3,0,0
14,1,1956.72,0,10045.42,6,2,0,0
17,7,107.27,0,16934.63,14,2,1,1
38,12,1186.22,0,17373.48,12,2,0,0
10,9,2019.61,0,11300.98,16,4,0,0
26,4,1154.98,1,17529.18,17,1,2,2
47,9,592.07,0,9907.87,14,4,0,0
46,13,525.88,1,19366.76,5,1,0,0
9,6,246.99,0,13055.19,19,2,1,1
14,1,1621.49,1,6238.25,17,0,0,0
14,1,703.33,0,14852.17,23,6,0,0
25,10,1598.62,1,5452.58,9,5,2,2
30,14,988.91,0,8834.69,11,4,0,0
31,2,619.6,1,5675.78,2,6,1,1
36,13,1936.94,0,8427.65,9,2,0,0
25,10,4156.35,1,15465.18,4,0,2,2
35,1,1034.86,0,17429.83,22,3,0,0
23,5,650.0,0,6466.16,7,3,1,1
12,2,695.89,1,16186.34,9,5,1,1
25,10,2581.12,0,7687.73,8,3,2,2
44,11,1610.54,0,12348.29,22,0,0,0
11,0,158.98,0,10868.92,10,0,1,1
9,6,703.75,0,11238.2,2,3,1,1
8,5,1064.48,1,19705.3,2,5,1,1
50,15,1674.34,0,10124.53,7,4,2,2
23,5,802.12,0,8105.75,10,2,1,1
1,14,1973.97,0,12661.4,13,5,0,0
48,1,194.15,0,15635.34,12,4,0,0
21,8,4448.65,0,10817.49,14,5,2,2
12,2,779.46,1,14097.75,17,5,1,1
23,5,142.29,0,14404.62,23,1,1,1
10,9,1632.09,0,15976.62,22,2,0,0
39,3,297.97,0,13796.15,8,1,0,0
40,11,1394.25,0,17382.43,3,0,0,0
24,3,1277.36,0,10824.6,7,2,0,0
45,3,410.78,0,8091.28,4,0,0,0
0,7,707.65,0,14119.79,15,0,1,1
32,8,4450.77,1,8256.32,2,6,2,2
44,11,654.75,0,15641.72,15,6,0,0
25,10,3382.18,1,10123.11,22,3,2,2
41,14,2061.82,0,13100.64,2,3,0,0
22,10,3437.07,1,7081.11,13,3,2,2
52,1,253.13,0,12537.75,17,1,0,0
4,3,1273.54,0,10898.66,14,0,0,0
28,8,1178.48,1,8693.95,20,6,2,2
43,4,513.14,1,15258.03,10,4,2,2
20,4,4238.7,1,8280.61,1,6,2,2
16,12,335.26,0,10144.25,22,4,0,0
29,5,861.33,0,10134.55,14,4,1,1
42,6,164.44,0,6887.02,1,3,1,1
21,8,3216.67,1,7399.6,10,2,2,2
10,9,1663.52,0,6812.06,16,0,0,0
29,5,585.58,1,15888.24,14,1,1,1
37,0,612.52,0,19382.1,11,1,1,1
22,10,1856.73,1,14996.15,12,5,2,2
26,4,3755.64,1,17786.86,4,0,2,2
13,6,933.07,0,17951.62,23,0,1,1
29,5,598.7,0,16052.01,23,6,1,1
14,1,1262.22,0,16172.21,22,5,0,0
11,0,762.77,0,5228.98,6,6,1,1
48,1,1171.07,1,10742.92,18,5,0,0
23,5,733.86,0,5623.82,10,2,1,1
41,14,1955.56,0,18896.24,4,2,0,0
3,12,376.49,0,13667.6,6,2,0,0
23,5,542.89,0,7990.12,12,3,1,1
26,4,1626.35,0,10423.96,7,5,2,2
3,12,750.83,0,9889.65,0,4,0,0
31,2,124.32,0,17280.51,6,1,1,1
17,7,678.75,0,19194.1,19,0,1,1
12,2,1012.66,0,5751.17,8,1,1,1
3,12,1649.31,0,19715.31,16,1,0,0
29,5,205.2,0,12430.07,18,1,1,1
22,10,661.65,1,6359.35,1,3,2,2
22,10,4260.77,1,5194.94,12,5,2,2
46,13,932.49,0,19072.77,2,1,0,0
18,15,1889.18,0,8660.17,12,0,2,2
36,13,1131.4,0,6609.69,18,4,0,0
6,2,530.57,1,8016.92,10,0,1,1
26,4,3803.96,0,14453.88,11,1,2,2
46,13,1554.44,1,17897.28,2,6,0,0
32,8,4058.38,1,11727.21,18,2,2,2
36,13,1454.29,1,7092.83,23,6,0,0
29,5,443.98,0,19906.17,17,0,1,1
25,10,4778.44,1,17471.72,5,4,2,2
12,2,293.78,1,9352.95,20,3,1,1
16,12,787.31,0,16343.41,20,3,0,0
42,6,105.19,0,10728.19,6,6,1,1
6,2,397.63,1,6197.67,5,4,1,1
3,12,1637.84,0,5847.21,3,0,0,0
13,6,152.39,0,15565.18,14,2,1,1
41,14,1600.62,0,7341.28,17,6,0,0
20,4,2161.25,1,18622.2,10,5,2,2
33,11,74.34,0,12947.97,21,4,0,0
19,9,1522.73,0,18932.23,19,2,0,0
9,6,265.27,0,13642.81,10,6,1,1
37,0,697.28,0,8433.19,15,4,1,1
28,8,3869.59,0,12773.12,5,2,2,2
8,5,877.06,0,19507.12,10,6,1,1
37,0,723.33,0,6683.26,3,0,1,1
18,15,4017.11,0,11899.21,15,6,2,2
36,13,792.87,1,16263.59,23,1,0,0
44,11,2128.09,0,8350.09,0,1,0,0
19,9,735.15,0,5774.31,10,0,0,0
34,0,267.85,0,8098.53,9,0,1,1
21,8,4735.22,1,9183.45,18,5,2,2
14,1,1863.6,1,15837.01,14,5,0,0
40,11,1558.02,0,7492.82,20,0,0,0
30,14,205.53,0,12880.02,21,6,0,0
0,7,1028.36,1,8764.06,12,2,1,1
33,11,101.55,0,10168.14,23,5,0,0
42,6,268.3,0,13561.96,15,4,1,1
49,14,1593.57,0,6354.15,3,0,0,0
15,15,2907.24,1,18005.6,5,2,2,2
26,4,926.9,1,9118.62,5,6,2,2
19,9,1107.18,0,18836.85,8,1,0,0
39,3,1731.94,1,8369.87,2,5,0,0
29,5,280.83,0,18066.18,5,0,1,1
17,7,491.41,1,16898.09,9,6,1,1
41,14,453.67,0,16906.34,22,0,0,0
8,5,366.47,0,14376.6,16,4,1,1
10,9,83.65,0,10422.51,14,0,0,0
28,8,2795.86,0,8202.03,5,2,2,2
15,15,4154.72,1,5628.21,2,4,2,2
41,14,479.65,0,18358.25,5,4,0,0
21,8,2787.24,1,14475.33,19,0,2,2
18,15,713.61,0,5915.95,7,6,2,2
50,15,2678.63,1,19566.41,3,5,2,2
27,10,866.98,0,13001.33,8,4,2,2
5,7,250.26,0,6139.29,14,3,1,1
21,8,2196.93,1,15966.72,20,6,2,2
46,13,1875.31,1,9442.91,23,4,0,0
13,6,629.8,0,12666.69,0,3,1,1
5,7,870.81,0,19466.06,19,4,1,1
28,8,5309.57,1,8312.73,12,5,2,2
46,13,1744.15,1,18453.65,2,0,0,0
26,4,1754.41,0,11913.73,18,4,2,2
9,6,638.5,0,7533.96,20,1,1,1
45,3,823.08,0,13113.32,21,4,0,0
2,12,1464.19,0,13623.67,7,2,0,0
48,1,1216.45,0,13286.05,11,3,0,0
10,9,64.75,0,12614.68,9,2,0,0
10,9,1117.54,1,15200.98,17,2,0,0
0,7,112.98,0,7368.84,3,3,1,1
51,13,1523.55,1,8419.6,13,4,0,0
48,1,1707.56,0,5812.65,4,2,0,0
19,9,527.62,0,7279.39,5,4,0,0
28,8,771.54,0,19232.12,17,5,2,2
17,7,337.57,0,13878.07,7,6,1,1
11,0,536.74,0,19780.1,23,4,1,1
38,12,1170.7,0,17442.32,13,3,0,0
25,10,1820.29,1,17448.11,20,3,2,2
38,12,1269.9,0,6768.78,16,2,0,0
10,9,150.89,0,8797.02,6,3,0,0
18,15,898.34,0,6873.11,15,0,2,2
7,11,749.41,0,18344.97,22,4,0,0
17,7,704.92,0,8121.61,8,4,1,1
17,7,940.13,0,8286.83,8,5,1,1
28,8,1566.29,1,13374.93,23,6,2,2
44,11,796.57,0,16857.76,0,0,0,0
24,3,447.26,0,10475.23,18,6,0,0
27,10,4760.63,1,15349.11,0,4,2,2
46,13,1241.23,0,7944.48,13,5,0,0
25,10,1726.8,0,6005.84,16,4,2,2
20,4,3490.19,1,12727.14,7,0,2,2
37,0,592.87,0,15472.8,7,0,1,1
37,0,278.83,0,17550.24,1,2,1,1
39,3,219.08,0,14036.16,9,4,0,0
6,2,726.51,1,17843.21,14,3,1,1
36,13,1950.51,1,6017.78,8,6,0,0
17,7,672.52,0,8495.22,11,6,1,1
36,13,457.62,1,5318.55,3,3,0,0
0,7,955.44,0,6448.57,6,4,1,1
24,3,1697.29,0,12453.69,16,0,0,0
20,4,688.33,1,18678.61,13,1,2,2
42,6,464.63,0,15783.63,21,6,1,1
22,10,2443.09,1,8708.71,18,3,2,2
27,10,5401.25,0,11293.69,3,2,2,2
12,2,260.02,1,13298.41,4,2,1,1
19,9,1566.21,0,17717.98,18,5,0,0
19,9,1216.9,0,5959.72,11,3,0,0
32,8,3621.88,0,19990.83,0,6,2,2
15,15,3514.49,1,11836.0,11,5,2,2
27,10,3331.45,1,5326.98,6,5,2,2
43,4,3213.56,0,6432.17,13,2,2,2
20,4,3924.45,0,5677.04,0,4,2,2
29,5,882.73,0,16530.97,3,5,1,1
8,5,716.93,0,13427.24,15,4,1,1
32,8,2391.21,1,9010.67,10,4,2,2
1,14,293.4,0,18795.51,22,2,0,0
29,5,718.33,0,19876.82,22,2,1,1
42,6,796.44,0,19512.94,23,6,1,1
52,1,1627.19,0,19608.78,21,0,0,0
51,13,1400.5,1,6805.58,4,1,0,0
39,3,1060.87,0,15509.6,6,6,0,0
34,0,874.1,0,9402.76,1,0,1,1
17,7,481.83,1,16646.17,3,6,1,1
42,6,1040.29,1,12030.7,14,2,1,1
25,10,2486.26,0,9434.44,13,2,2,2
24,3,465.19,0,6510.38,14,1,0,0
19,9,123.16,0,9680.16,14,0,0,0
14,1,1148.63,0,9090.64,12,3,0,0
51,13,793.49,1,18369.95,4,4,0,0
33,11,1232.17,0,18620.71,20,5,0,0
37,0,652.88,0,18654.3,22,4,1,1
6,2,170.79,1,16894.45,8,4,1,1
29,5,485.84,0,9844.57,1,3,1,1
19,9,389.26,0,6708.79,0,1,0,0
25,10,3981.14,0,12508.69,18,2,2,2
24,3,1032.63,0,19639.97,2,0,0,0
15,15,995.97,1,17096.83,1,1,2,2
28,8,1944.16,1,11131.43,20,0,2,2
24,3,1477.79,1,5125.98,3,2,0,0
0,7,575.81,0,9339.41,19,5,1,1
8,5,278.2,0,13419.75,6,3,1,1
50,15,2212.16,1,14722.36,4,6,2,2
37,0,562.24,0,13810.69,21,5,1,1
33,11,1673.22,0,10018.63,22,6,0,0
7,11,1465.45,0,18021.81,5,1,0,0
35,1,815.48,0,7960.4,20,0,0,0
17,7,654.43,0,7230.45,13,6,1,1
15,15,3846.24,1,15127.22,13,3,2,2
3,12,260.51,0,6622.11,14,2,0,0
20,4,4029.05,1,18195.83,23,6,2,2
21,8,3789.0,0,14718.22,8,3,2,2
2,12,1551.31,0,5124.29,4,0,0,0
22,10,2992.8,1,18089.35,16,2,2,2
36,13,257.81,1,8249.46,20,2,0,0
3,12,779.66,0,15653.06,0,2,0,0
8,5,648.28,0,19421.46,20,1,1,1
8,5,337.44,0,7056.45,2,3,1,1
28,8,5150.99,1,16636.7,2,5,2,2
11,0,535.91,0,16659.89,16,5,1,1
26,4,2825.12,1,17587.93,14,0,2,2
48,1,866.66,1,7229.53,22,0,0,0
26,4,2406.81,1,15302.73,7,1,2,2
2,12,810.48,0,17909.31,22,3,0,0
24,3,2009.43,0,17740.47,20,5,0,0
17,7,670.35,0,10275.64,7,3,1,1
25,10,3773.03,1,6906.17,12,6,2,2
26,4,4957.03,0,12337.96,0,5,2,2
23,5,933.96,0,13527.66,3,6,1,1
5,7,499.71,0,9843.68,15,5,1,1
32,8,2757.16,1,14502.34,6,1,2,2
12,2,584.82,1,18918.14,4,4,1,1
8,5,434.17,1,7942.17,18,2,1,1
23,5,944.37,0,7448.49,21,2,1,1
48,1,914.46,0,8814.75,13,5,0,0
34,0,667.31,0,13415.36,6,1,1,1
41,14,219.44,0,6209.99,5,4,0,0
28,8,3979.18,1,16233.5,13,1,2,2
9,6,825.94,0,9163.59,18,4,1,1
52,1,1404.78,0,8575.0,9,1,0,0
8,5,845.72,0,17851.18,3,3,1,1
8,5,564.03,0,12060.41,1,6,1,1
36,13,1700.91,0,18087.24,20,3,0,0
20,4,4103.26,0,7601.25,0,6,2,2
13,6,782.74,0,16294.03,2,4,1,1
32,8,1036.23,0,8389.65,7,2,2,2
1,14,1773.24,0,11765.18,4,2,0,0
34,0,643.08,0,19926.85,14,3,1,1
37,0,199.94,0,9229.61,16,3,1,1
5,7,587.65,0,10943.54,13,6,1,1
32,8,3749.04,1,16221.19,15,2,2,2
50,15,3688.5,1,9666.1,9,0,2,2
18,15,3170.38,1,8620.21,1,0,2,2
27,10,2497.17,1,15690.32,20,3,2,2
28,8,3815.24,1,11783.84,20,5,2,2
23,5,782.56,0,6176.43,2,6,1,1
21,8,2088.84,0,7026.02,18,5,2,2
22,10,2338.36,1,14488.36,3,0,2,2
43,4,1458.26,1,11337.8,1,2,2,2
17,7,396.23,0,19154.83,21,4,1,1
35,1,1159.97,0,17151.36,21,2,0,0
3,12,1460.64,0,8832.84,0,1,0,0
51,13,371.73,1,12326.64,13,1,0,0
36,13,1398.15,1,14487.0,10,1,0,0
39,3,1478.48,0,10295.57,0,2,0,0
20,4,3454.06,0,15100.81,15,0,2,2
17,7,427.81,0,14287.35,9,1,1,1
37,0,519.79,0,7329.33,6,0,1,1
7,11,491.02,0,9913.2,2,3,0,0
42,6,529.69,0,8760.36,14,6,1,1
22,10,4189.87,1,8102.26,12,5,2,2
42,6,164.68,0,18686.92,0,2,1,1
47,9,114.44,0,6280.09,20,5,0,0
31,2,975.48,0,15619.73,18,4,1,1
43,4,1263.5,1,18749.2,19,3,2,2
19,9,1506.91,0,11347.93,14,6,0,0
46,13,367.58,0,10802.86,7,2,0,0
34,0,605.17,0,18341.8,11,1,1,1
45,3,2041.32,1,16191.77,6,0,0,0
18,15,3377.43,0,17617.06,15,4,2,2
48,1,1262.43,0,14140.9,23,6,0,0
0,7,865.1,0,13596.66,19,0,1,1
28,8,1613.83,1,5573.75,14,1,2,2
27,10,4409.86,1,19982.56,2,4,2,2
5,7,683.4,0,19858.88,20,5,1,1
20,4,2485.13,1,16114.5,21,3,2,2
21,8,928.12,1,14810.54,20,2,2,2
18,15,2574.59,0,12240.96,22,4,2,2
22,10,3788.66,1,11912.16,5,1,2,2
21,8,3302.96,1,5554.0,1,1,2,2
0,7,856.95,0,9884.87,5,5,1,1
6,2,133.88,0,8709.31,17,5,1,1
0,7,611.17,1,8927.3,3,1,1,1
8,5,823.27,0,10395.59,5,5,1,1
14,1,396.62,0,10616.15,2,3,0,0
35,1,987.43,1,10468.81,11,3,0,0
18,15,2324.03,1,15362.05,19,0,2,2
45,3,454.59,0,7270.42,17,6,0,0
47,9,1971.0,0,10352.22,17,0,0,0
6,2,471.53,1,10261.25,17,5,1,1
6,2,484.9,1,17757.39,20,0,1,1
34,0,135.26,0,18452.99,8,5,1,1
38,12,1333.53,0,13194.96,3,1,0,0
28,8,4067.35,1,10076.28,15,5,2,2
39,3,57.22,1,13340.88,20,2,0,0
31,2,324.02,1,13824.08,13,0,1,1
29,5,268.12,0,14510.0,17,6,1,1
15,15,1830.91,1,9147.53,10,4,2,2
12,2,841.04,1,16898.21,13,1,1,1
47,9,296.37,0,10173.92,13,6,0,0
33,11,578.87,0,5754.18,6,3,0,0
24,3,1640.46,0,12098.57,3,2,0,0
23,5,606.38,1,19242.13,0,5,1,1
5,7,645.81,0,19037.06,14,6,1,1
35,1,1510.54,0,15810.44,3,5,0,0
42,6,558.58,0,11756.01,13,5,1,1
11,0,876.51,0,8671.1,16,1,1,1
43,4,5025.8,1,18990.59,19,3,2,2
25,10,1924.39,0,12150.96,13,0,2,2
10,9,326.63,0,12728.2,7,4,0,0
52,1,1954.33,0,17489.1,11,5,0,0
15,15,4024.93,1,5607.36,10,4,2,2
24,3,638.13,0,11572.25,1,2,0,0
32,8,1977.6,0,13574.79,10,0,2,2
28,8,1099.19,1,18045.94,9,3,2,2
15,15,5107.09,1,16621.65,4,5,2,2
37,0,865.7,0,19173.34,10,0,1,1
45,3,1858.09,1,7788.57,18,1,0,0
45,3,1202.56,0,9878.25,3,5,0,0
30,14,1955.49,0,19091.74,16,4,0,0
31,2,305.94,1,12732.07,1,2,1,1
23,5,631.57,0,19936.52,13,2,1,1
39,3,1330.29,0,19939.3,10,0,0,0
30,14,364.12,0,19595.26,1,4,0,0
42,6,288.59,0,19243.58,21,1,1,1
19,9,582.55,0,9988.5,11,6,0,0
34,0,502.35,0,11631.15,21,3,1,1
9,6,359.79,1,13304.24,18,1,1,1
36,13,1305.72,1,12422.66,17,3,0,0
24,3,422.46,0,14278.81,10,2,0,0
7,11,113.74,0,15473.22,4,1,0,0
40,11,832.72,0,7725.09,11,0,0,0
0,7,314.91,1,5421.4,17,4,1,1
25,10,2714.61,1,13351.19,15,4,2,2
19,9,213.57,0,12191.64,3,4,0,0
36,13,731.28,1,11119.96,13,3,0,0
33,11,1650.26,0,18932.97,21,2,0,0
17,7,395.43,0,19014.61,14,1,1,1
11,0,444.07,0,16025.2,15,0,1,1
24,3,1986.92,0,15036.33,9,1,0,0
1,14,1874.88,0,7682.53,15,4,0,0
52,1,1380.0,0,17088.86,23,4,0,0
27,10,2909.06,0,16762.8,14,6,2,2
4,3,564.63,0,16894.56,4,2,0,0
42,6,1005.16,0,13697.8,11,3,1,1
2,12,1644.25,0,6289.86,12,5,0,0
23,5,294.59,0,15569.42,11,5,1,1
46,13,139.4,0,10035.73,21,3,0,0
49,14,1149.85,0,18112.11,1,2,0,0
17,7,621.43,0,8629.94,19,0,1,1
36,13,504.48,1,8167.49,20,1,0,0
49,14,621.08,0,12649.81,12,1,0,0
15,15,2189.69,0,16591.88,15,2,2,2
26,4,3552.82,1,14460.08,21,2,2,2
18,15,3408.49,1,15944.47,13,1,2,2
24,3,1523.65,0,15864.09,11,2,0,0
19,9,228.9,1,13630.3,23,0,0,0
9,6,176.95,0,19286.12,23,2,1,1
8,5,846.82,0,18399.77,3,6,1,1
0,7,185.09,0,6438.95,20,0,1,1
27,10,4566.22,0,7301.97,3,1,2,2
37,0,443.78,0,11036.52,7,2,1,1
47,9,741.31,0,16184.09,14,6,0,0
37,0,615.54,0,14713.44,9,0,1,1
18,15,1569.25,0,16610.1,14,2,2,2
20,4,2419.14,1,6237.29,13,1,2,2
29,5,126.94,0,16490.92,14,5,1,1
